id_correo,texto,etiqueta
45920,"estimado usuario, felicidades eres el ganador solo por hoy",Spam
45921,favor de confirmar asistencia al curso saludos.,Ham
45922,atención: adjunto envío el reporte mensual gracias.,Ham
45923,"hola, te informo que favor de confirmar asistencia al curso gracias.",Ham
45924,"estimado usuario, ganar dinero gratis haz clic aquí",Spam
45925,"saludos, invierte en cripto ya haz clic aquí",Spam
45926,adjunto envío el reporte mensual gracias.,Ham
45927,"hola, te informo que ganar dinero gratis solo por hoy",Spam
45928,"saludos, reclama tu herencia haz clic aquí",Spam
45929,"hola, te informo que adjunto envío el reporte mensual gracias.",Ham
45930,"estimado usuario, reunión para revisar el proyecto quedo atento.",Ham
45931,"saludos, reunión para revisar el proyecto gracias.",Ham
45932,"estimado usuario, adjunto envío el reporte mensual gracias.",Ham
45933,reunión para revisar el proyecto gracias.,Ham
45934,"estimado usuario, descuento exclusivo hoy ¡apúrate!",Spam
45935,"saludos, ganar dinero gratis ¡apúrate!",Spam
45936,atención: premio garantizado ¡apúrate!,Spam
45937,"saludos, favor de confirmar asistencia al curso quedo atento.",Ham
45938,"saludos, ¿vamos a comer hoy? quedo atento.",Ham
45939,"saludos, enviaré los comentarios por correo gracias.",Ham
45940,"hola, te informo que gana un iphone solo por hoy",Spam
45941,descuento exclusivo hoy haz clic aquí,Spam
45942,"estimado usuario, hola quedamos a las cinco gracias.",Ham
45943,gracias por el apoyo en la entrega quedo atento.,Ham
45944,"hola, te informo que urgente cambiar contraseña ¡apúrate!",Spam
45945,reunión para revisar el proyecto gracias.,Ham
45946,premio garantizado haz clic aquí,Spam
45947,"hola, te informo que reclama tu herencia solo por hoy",Spam
45948,"hola, te informo que urgente cambiar contraseña solo por hoy",Spam
45949,"estimado usuario, favor de confirmar asistencia al curso quedo atento.",Ham
45950,"saludos, ¿vamos a comer hoy? gracias.",Ham
45951,atención: favor de confirmar asistencia al curso saludos.,Ham
45952,"estimado usuario, reclama tu herencia haz clic aquí",Spam
45953,"estimado usuario, ¿vamos a comer hoy? saludos.",Ham
45954,atención: viagra sin receta ¡apúrate!,Spam
45955,felicidades eres el ganador haz clic aquí,Spam
45956,"saludos, reclama tu herencia ¡apúrate!",Spam
45957,"estimado usuario, adjunto envío el reporte mensual quedo atento.",Ham
45958,adjunto envío el reporte mensual gracias.,Ham
45959,"hola, te informo que descuento exclusivo hoy solo por hoy",Spam
45960,"saludos, reclama tu herencia ¡apúrate!",Spam
45961,"estimado usuario, favor de confirmar asistencia al curso saludos.",Ham
45962,"saludos, gana un iphone solo por hoy",Spam
45963,"estimado usuario, gracias por el apoyo en la entrega quedo atento.",Ham
45964,¿vamos a comer hoy? saludos.,Ham
45965,actualización del servidor el fin de semana quedo atento.,Ham
45966,"estimado usuario, actualización del servidor el fin de semana quedo atento.",Ham
45967,"hola, te informo que favor de confirmar asistencia al curso gracias.",Ham
45968,"estimado usuario, invierte en cripto ya haz clic aquí",Spam
45969,"saludos, viagra sin receta haz clic aquí",Spam
45970,"saludos, invierte en cripto ya haz clic aquí",Spam
45971,"estimado usuario, favor de confirmar asistencia al curso quedo atento.",Ham
45972,"hola, te informo que favor de confirmar asistencia al curso saludos.",Ham
45973,"saludos, reclama tu herencia ¡apúrate!",Spam
45974,atención: enviaré los comentarios por correo gracias.,Ham
45975,atención: viagra sin receta solo por hoy,Spam
45976,"saludos, hola quedamos a las cinco quedo atento.",Ham
45977,"hola, te informo que viagra sin receta haz clic aquí",Spam
45978,atención: adjunto envío el reporte mensual saludos.,Ham
45979,"estimado usuario, descuento exclusivo hoy ¡apúrate!",Spam
45980,gracias por el apoyo en la entrega saludos.,Ham
45981,atención: ganar dinero gratis ¡apúrate!,Spam
45982,atención: viagra sin receta haz clic aquí,Spam
45983,atención: adjunto envío el reporte mensual saludos.,Ham
45984,"saludos, adjunto envío el reporte mensual gracias.",Ham
45985,"hola, te informo que favor de confirmar asistencia al curso saludos.",Ham
45986,"hola, te informo que favor de confirmar asistencia al curso saludos.",Ham
45987,"saludos, reunión para revisar el proyecto gracias.",Ham
45988,"saludos, adjunto envío el reporte mensual saludos.",Ham
45989,atención: adjunto envío el reporte mensual saludos.,Ham
45990,actualización del servidor el fin de semana gracias.,Ham
45991,atención: enviaré los comentarios por correo quedo atento.,Ham
45992,atención: ¿vamos a comer hoy? quedo atento.,Ham
45993,"saludos, gracias por el apoyo en la entrega saludos.",Ham
45994,"hola, te informo que actualización del servidor el fin de semana gracias.",Ham
45995,"hola, te informo que gana un iphone ¡apúrate!",Spam
45996,atención: enviaré los comentarios por correo saludos.,Ham
45997,"saludos, reclama tu herencia solo por hoy",Spam
45998,"estimado usuario, ganar dinero gratis solo por hoy",Spam
45999,atención: gracias por el apoyo en la entrega quedo atento.,Ham
46000,actualización del servidor el fin de semana saludos.,Ham
46001,atención: adjunto envío el reporte mensual quedo atento.,Ham
46002,"hola, te informo que actualización del servidor el fin de semana gracias.",Ham
46003,atención: reclama tu herencia haz clic aquí,Spam
46004,"saludos, felicidades eres el ganador haz clic aquí",Spam
46005,atención: felicidades eres el ganador haz clic aquí,Spam
46006,"saludos, ganar dinero gratis ¡apúrate!",Spam
46007,"hola, te informo que enviaré los comentarios por correo gracias.",Ham
46008,adjunto envío el reporte mensual gracias.,Ham
46009,atención: premio garantizado solo por hoy,Spam
46010,"estimado usuario, ganar dinero gratis ¡apúrate!",Spam
46011,"saludos, ¿vamos a comer hoy? saludos.",Ham
46012,enviaré los comentarios por correo quedo atento.,Ham
46013,"hola, te informo que viagra sin receta solo por hoy",Spam
46014,"estimado usuario, ganar dinero gratis haz clic aquí",Spam
46015,"hola, te informo que enviaré los comentarios por correo gracias.",Ham
46016,"estimado usuario, felicidades eres el ganador solo por hoy",Spam
46017,atención: adjunto envío el reporte mensual gracias.,Ham
46018,"hola, te informo que ¿vamos a comer hoy? quedo atento.",Ham
46019,atención: gracias por el apoyo en la entrega gracias.,Ham
46020,"estimado usuario, adjunto envío el reporte mensual gracias.",Ham
46021,atención: invierte en cripto ya haz clic aquí,Spam
46022,premio garantizado solo por hoy,Spam
46023,"estimado usuario, adjunto envío el reporte mensual saludos.",Ham
46024,descuento exclusivo hoy ¡apúrate!,Spam
46025,"estimado usuario, premio garantizado haz clic aquí",Spam
46026,atención: invierte en cripto ya haz clic aquí,Spam
46027,"saludos, gracias por el apoyo en la entrega gracias.",Ham
46028,"saludos, gracias por el apoyo en la entrega gracias.",Ham
46029,"hola, te informo que felicidades eres el ganador ¡apúrate!",Spam
46030,gracias por el apoyo en la entrega gracias.,Ham
46031,"estimado usuario, favor de confirmar asistencia al curso quedo atento.",Ham
46032,hola quedamos a las cinco quedo atento.,Ham
46033,¿vamos a comer hoy? saludos.,Ham
46034,"hola, te informo que enviaré los comentarios por correo saludos.",Ham
46035,gracias por el apoyo en la entrega saludos.,Ham
46036,atención: reunión para revisar el proyecto gracias.,Ham
46037,"saludos, actualización del servidor el fin de semana saludos.",Ham
46038,reclama tu herencia haz clic aquí,Spam
46039,"hola, te informo que hola quedamos a las cinco saludos.",Ham
46040,atención: descuento exclusivo hoy solo por hoy,Spam
46041,reunión para revisar el proyecto quedo atento.,Ham
46042,"saludos, viagra sin receta haz clic aquí",Spam
46043,descuento exclusivo hoy solo por hoy,Spam
46044,atención: premio garantizado solo por hoy,Spam
46045,atención: enviaré los comentarios por correo saludos.,Ham
46046,"hola, te informo que ganar dinero gratis haz clic aquí",Spam
46047,"estimado usuario, gracias por el apoyo en la entrega gracias.",Ham
46048,"saludos, descuento exclusivo hoy solo por hoy",Spam
46049,atención: hola quedamos a las cinco quedo atento.,Ham
46050,invierte en cripto ya haz clic aquí,Spam
46051,"estimado usuario, reclama tu herencia solo por hoy",Spam
46052,favor de confirmar asistencia al curso gracias.,Ham
46053,"saludos, descuento exclusivo hoy ¡apúrate!",Spam
46054,atención: premio garantizado ¡apúrate!,Spam
46055,"hola, te informo que favor de confirmar asistencia al curso gracias.",Ham
46056,"saludos, actualización del servidor el fin de semana gracias.",Ham
46057,atención: gracias por el apoyo en la entrega quedo atento.,Ham
46058,"saludos, favor de confirmar asistencia al curso quedo atento.",Ham
46059,atención: enviaré los comentarios por correo quedo atento.,Ham
46060,"hola, te informo que actualización del servidor el fin de semana saludos.",Ham
46061,"estimado usuario, hola quedamos a las cinco gracias.",Ham
46062,"estimado usuario, reunión para revisar el proyecto gracias.",Ham
46063,"hola, te informo que premio garantizado solo por hoy",Spam
46064,adjunto envío el reporte mensual quedo atento.,Ham
46065,urgente cambiar contraseña solo por hoy,Spam
46066,favor de confirmar asistencia al curso gracias.,Ham
46067,atención: ganar dinero gratis solo por hoy,Spam
46068,atención: premio garantizado haz clic aquí,Spam
46069,atención: ¿vamos a comer hoy? quedo atento.,Ham
46070,atención: reclama tu herencia haz clic aquí,Spam
46071,atención: descuento exclusivo hoy solo por hoy,Spam
46072,"saludos, invierte en cripto ya haz clic aquí",Spam
46073,"saludos, gana un iphone ¡apúrate!",Spam
46074,"estimado usuario, ganar dinero gratis ¡apúrate!",Spam
46075,"hola, te informo que actualización del servidor el fin de semana saludos.",Ham
46076,atención: favor de confirmar asistencia al curso saludos.,Ham
46077,"estimado usuario, adjunto envío el reporte mensual gracias.",Ham
46078,"hola, te informo que enviaré los comentarios por correo gracias.",Ham
46079,atención: enviaré los comentarios por correo quedo atento.,Ham
46080,atención: urgente cambiar contraseña ¡apúrate!,Spam
46081,"hola, te informo que adjunto envío el reporte mensual saludos.",Ham
46082,"hola, te informo que ¿vamos a comer hoy? gracias.",Ham
46083,"hola, te informo que descuento exclusivo hoy haz clic aquí",Spam
46084,"estimado usuario, favor de confirmar asistencia al curso quedo atento.",Ham
46085,invierte en cripto ya solo por hoy,Spam
46086,"saludos, gana un iphone solo por hoy",Spam
46087,"hola, te informo que urgente cambiar contraseña solo por hoy",Spam
46088,atención: favor de confirmar asistencia al curso gracias.,Ham
46089,"hola, te informo que actualización del servidor el fin de semana saludos.",Ham
46090,actualización del servidor el fin de semana quedo atento.,Ham
46091,"hola, te informo que favor de confirmar asistencia al curso gracias.",Ham
46092,"saludos, adjunto envío el reporte mensual quedo atento.",Ham
46093,ganar dinero gratis haz clic aquí,Spam
46094,favor de confirmar asistencia al curso gracias.,Ham
46095,atención: gracias por el apoyo en la entrega quedo atento.,Ham
46096,"estimado usuario, ¿vamos a comer hoy? quedo atento.",Ham
46097,¿vamos a comer hoy? gracias.,Ham
46098,"hola, te informo que gracias por el apoyo en la entrega quedo atento.",Ham
46099,"saludos, gracias por el apoyo en la entrega gracias.",Ham
46100,ganar dinero gratis haz clic aquí,Spam
46101,"estimado usuario, favor de confirmar asistencia al curso gracias.",Ham
46102,atención: reclama tu herencia solo por hoy,Spam
46103,"estimado usuario, ¿vamos a comer hoy? gracias.",Ham
46104,atención: hola quedamos a las cinco gracias.,Ham
46105,atención: premio garantizado ¡apúrate!,Spam
46106,"estimado usuario, adjunto envío el reporte mensual gracias.",Ham
46107,"estimado usuario, viagra sin receta ¡apúrate!",Spam
46108,"estimado usuario, gracias por el apoyo en la entrega quedo atento.",Ham
46109,atención: premio garantizado haz clic aquí,Spam
46110,"estimado usuario, reclama tu herencia ¡apúrate!",Spam
46111,atención: gana un iphone solo por hoy,Spam
46112,"hola, te informo que urgente cambiar contraseña solo por hoy",Spam
46113,"estimado usuario, urgente cambiar contraseña ¡apúrate!",Spam
46114,"saludos, adjunto envío el reporte mensual quedo atento.",Ham
46115,"estimado usuario, felicidades eres el ganador ¡apúrate!",Spam
46116,"estimado usuario, viagra sin receta ¡apúrate!",Spam
46117,atención: enviaré los comentarios por correo gracias.,Ham
46118,"saludos, gracias por el apoyo en la entrega saludos.",Ham
46119,reunión para revisar el proyecto gracias.,Ham
46120,"hola, te informo que urgente cambiar contraseña ¡apúrate!",Spam
46121,atención: enviaré los comentarios por correo saludos.,Ham
46122,"saludos, invierte en cripto ya haz clic aquí",Spam
46123,actualización del servidor el fin de semana saludos.,Ham
46124,¿vamos a comer hoy? gracias.,Ham
46125,"saludos, adjunto envío el reporte mensual gracias.",Ham
46126,"hola, te informo que premio garantizado haz clic aquí",Spam
46127,atención: urgente cambiar contraseña ¡apúrate!,Spam
46128,"saludos, adjunto envío el reporte mensual quedo atento.",Ham
46129,"saludos, hola quedamos a las cinco gracias.",Ham
46130,invierte en cripto ya ¡apúrate!,Spam
46131,"hola, te informo que reclama tu herencia solo por hoy",Spam
46132,"saludos, reunión para revisar el proyecto gracias.",Ham
46133,¿vamos a comer hoy? quedo atento.,Ham
46134,"estimado usuario, enviaré los comentarios por correo quedo atento.",Ham
46135,reclama tu herencia ¡apúrate!,Spam
46136,"estimado usuario, favor de confirmar asistencia al curso quedo atento.",Ham
46137,premio garantizado ¡apúrate!,Spam
46138,"saludos, gracias por el apoyo en la entrega gracias.",Ham
46139,"estimado usuario, invierte en cripto ya haz clic aquí",Spam
46140,"saludos, hola quedamos a las cinco gracias.",Ham
46141,"saludos, viagra sin receta ¡apúrate!",Spam
46142,"estimado usuario, premio garantizado ¡apúrate!",Spam
46143,reunión para revisar el proyecto gracias.,Ham
46144,"hola, te informo que gracias por el apoyo en la entrega gracias.",Ham
46145,atención: urgente cambiar contraseña haz clic aquí,Spam
46146,"hola, te informo que ¿vamos a comer hoy? gracias.",Ham
